證券代碼,公司中文全稱,年,月,報酬率％_月
00783 富邦中証500,,2020,6,8.4031
00830 國泰費城半導體,,2020,6,6.4852
00850 元大臺灣ESG永續,,2020,6,6.3116
00851 台新全球AI,,2020,6,4.8717
00852L 國泰美國道瓊正2,,2020,6,-0.3319
00861 元大全球未來通訊,,2020,6,5.1344
00865B 國泰US短期公債,,2020,6,-1.5406
00875 國泰網路資安,,2020,6,4.1909
0050 元大台灣50,,2020,7,16.2803
0051 元大中型100,,2020,7,7.4133
0052 富邦科技,,2020,7,29.971
0053 元大電子,,2020,7,20.2107
0055 元大MSCI金融,,2020,7,1.3484
0056 元大高股息,,2020,7,5.8823
0057 富邦摩台,,2020,7,15.4302
0061 元大寶滬深,,2020,7,13.3039
006203 元大MSCI台灣,,2020,7,16.0967
006204 永豐臺灣加權,,2020,7,9.5855
006205 富邦上証,,2020,7,12.1832
006206 元大上證50,,2020,7,10.0032
006207 復華滬深,,2020,7,13.5564
006208 富邦台50,,2020,7,16.4685
00625K 富邦上証+R,,2020,7,14.4646
00631L 元大台灣50正2,,2020,7,25.8859
00632R 元大台灣50反1,,2020,7,-10.6093
00633L 富邦上証正2,,2020,7,19.7137
00634R 富邦上証反1,,2020,7,-11.5808
00635U 期元大S&P黃金,,2020,7,9.3748
00636 國泰中國A50,,2020,7,10.6016
00636K 國泰中國A50+U,,2020,7,11.3154
00637L 元大滬深300 正2,,2020,7,20.3071
00638R 元大滬深300 反1,,2020,7,-10.8357
00639 富邦深100,,2020,7,15.6751
00640L 富邦日本正2,,2020,7,-8.0087
00641R 富邦日本反1,,2020,7,3.943
00642U 期元大S&P石油,,2020,7,-5.3179
00643 群益深証中小,,2020,7,14.2477
00643K 群益深証中小+R,,2020,7,14.5298
00645 富邦日本,,2020,7,-3.4482
00646 元大S&P500,,2020,7,6.1661
00647L 元大S&P500正2,,2020,7,12.772
00648R 元大S&P500反1,,2020,7,-6.5912
00650L 復華香港正2,,2020,7,2.2231
00651R 復華香港反1,,2020,7,-2.1964
00652 富邦印度,,2020,7,7.5813
00653L 富邦印度正2,,2020,7,15.9318
00654R 富邦印度反1,,2020,7,-7.7844
00655L 國泰中國A50正2,,2020,7,19.4779
00656R 國泰中國A50反1,,2020,7,-10.7286
00657 國泰日經225,,2020,7,-1.9899
00657K 國泰日經225+U,,2020,7,-1.7039
00660 元大歐洲50,,2020,7,-0.3454
00661 元大日經225,,2020,7,-1.7023
00662 富邦NASDAQ,,2020,7,7.7449
00663L 國泰臺灣加權正2,,2020,7,23.7959
00664R 國泰臺灣加權反1,,2020,7,-10.3799
00665L 富邦恒生國企正2,,2020,7,7.3616
00666R 富邦恒生國企反1,,2020,7,-5.3494
00668 國泰美國道瓊,,2020,7,2.1857
00668K 國泰美國道瓊+U,,2020,7,2.7956
00669R 國泰美國道瓊反1,,2020,7,-3.1384
00670L 富邦NASDAQ正2,,2020,7,16.7635
00671R 富邦NASDAQ反1,,2020,7,-8.3141
00673R 期元大S&P原油反1,,2020,7,-2.2454
00674R 期元大S&P黃金反1,,2020,7,-9.1043
00675L 富邦臺灣加權正2,,2020,7,22.3341
00676R 富邦臺灣加權反1,,2020,7,-10.2739
00678 群益那斯達克生技,,2020,7,0.1157
00680L 元大美債20正2,,2020,7,7.9678
00681R 元大美債20反1,,2020,7,-4.3618
00682U 期元大美元指數,,2020,7,-4.7253
00683L 期元大美元指正2,,2020,7,-9.1051
00684R 期元大美元指反1,,2020,7,4.6077
00685L 群益臺灣加權正2,,2020,7,28.2773
00686R 群益臺灣加權反1,,2020,7,-10.3448
00688L 國泰20年美債正2,,2020,7,7.7656
00689R 國泰20年美債反1,,2020,7,-4.3378
00690 兆豐臺灣藍籌30,,2020,7,10.3698
00692 富邦公司治理,,2020,7,15.164
00693U 期街口S&P黃豆,,2020,7,-0.7846
00700 富邦恒生國企,,2020,7,3.5229
00701 國泰股利精選30,,2020,7,1.0064
00702 國泰標普低波高息,,2020,7,2.3529
00703 台新MSCI中國,,2020,7,6.998
00706L 期元大S&P日圓正2,,2020,7,6.3745
00707R 期元大S&P日圓反1,,2020,7,-3.3743
00708L 期元大S&P黃金正2,,2020,7,19.7372
00709 富邦歐洲,,2020,7,3.0033
00710B 復華彭博非投等債,,2020,7,1.78
00711B 復華彭博新興債,,2020,7,5.8797
00712 復華富時不動產,,2020,7,4.2736
00713 元大台灣高息低波,,2020,7,2.6439
00714 群益道瓊美國地產,,2020,7,4.3868
00715L 期街口布蘭特正2,,2020,7,-35.2745
00717 富邦美國特別股,,2020,7,2.8778
00728 第一金工業30,,2020,7,11.5743
00730 富邦臺灣優質高息,,2020,7,2.9154
00731 復華富時高息低波,,2020,7,1.5048
00733 富邦臺灣中小,,2020,7,10.2274
00735 國泰臺韓科技,,2020,7,14.0189
00736 國泰新興市場,,2020,7,8.8042
00737 國泰AI+Robo,,2020,7,4.9785
00738U 期元大道瓊白銀,,2020,7,30.9108
00739 元大MSCI A股,,2020,7,12.579
00752 中信中國50,,2020,7,8.4862
00753L 中信中國50正2,,2020,7,18.4924
00757 統一FANG+,,2020,7,15.7042
00762 元大全球AI,,2020,7,8.669
00763U 期街口道瓊銅,,2020,7,7.3306
00770 國泰北美科技,,2020,7,6.8878
00771 元大US高息特別股,,2020,7,4.1303
00775B 新光投等債15+,,2020,7,6.2567
00783 富邦中証500,,2020,7,11.9897
00830 國泰費城半導體,,2020,7,9.0267
00850 元大臺灣ESG永續,,2020,7,14.5327
00851 台新全球AI,,2020,7,10.7686
00852L 國泰美國道瓊正2,,2020,7,4.8293
00861 元大全球未來通訊,,2020,7,9.1164
00865B 國泰US短期公債,,2020,7,-0.7438
00875 國泰網路資安,,2020,7,9.1309
00876 元大全球5G,,2020,7,7.25
00878 國泰永續高股息,,2020,7,0.3333
0050 元大台灣50,,2020,8,-1.9268
0051 元大中型100,,2020,8,0.7556
0052 富邦科技,,2020,8,-2.2728
0053 元大電子,,2020,8,-2.709
0055 元大MSCI金融,,2020,8,0.0553
0056 元大高股息,,2020,8,-0.2645
0057 富邦摩台,,2020,8,-1.0955
0061 元大寶滬深,,2020,8,6.0636
006203 元大MSCI台灣,,2020,8,-1.6786
006204 永豐臺灣加權,,2020,8,0.7094
006205 富邦上証,,2020,8,7.111
006206 元大上證50,,2020,8,7.3868
006207 復華滬深,,2020,8,6.6695
006208 富邦台50,,2020,8,-1.2649
00625K 富邦上証+R,,2020,8,4.0096
00631L 元大台灣50正2,,2020,8,-1.1728
00632R 元大台灣50反1,,2020,8,-0.705
00633L 富邦上証正2,,2020,8,10.2115
00634R 富邦上証反1,,2020,8,-5.1975
00635U 期元大S&P黃金,,2020,8,-0.6228
00636 國泰中國A50,,2020,8,6.7788
00636K 國泰中國A50+U,,2020,8,6.9888
00637L 元大滬深300 正2,,2020,8,9.8346
00638R 元大滬深300 反1,,2020,8,-5.1495
00639 富邦深100,,2020,8,5.073
00640L 富邦日本正2,,2020,8,15.4705
00641R 富邦日本反1,,2020,8,-7.6553
00642U 期元大S&P石油,,2020,8,0.1222
00643 群益深証中小,,2020,8,4.0793
00643K 群益深証中小+R,,2020,8,2.7363
00645 富邦日本,,2020,8,7.3978
00646 元大S&P500,,2020,8,7.8919
00647L 元大S&P500正2,,2020,8,16.911
00648R 元大S&P500反1,,2020,8,-7.5606
00650L 復華香港正2,,2020,8,6.9593
00651R 復華香港反1,,2020,8,-4.1374
00652 富邦印度,,2020,8,6.7991
00653L 富邦印度正2,,2020,8,10.2152
00654R 富邦印度反1,,2020,8,-5.0951
00655L 國泰中國A50正2,,2020,8,9.7714
00656R 國泰中國A50反1,,2020,8,-4.8753
00657 國泰日經225,,2020,8,6.4601
00657K 國泰日經225+U,,2020,8,5.9589
00660 元大歐洲50,,2020,8,3.8564
00661 元大日經225,,2020,8,5.4112
00662 富邦NASDAQ,,2020,8,11.7848
00663L 國泰臺灣加權正2,,2020,8,-0.1766
00664R 國泰臺灣加權反1,,2020,8,-0.8273
00665L 富邦恒生國企正2,,2020,8,2.2708
00666R 富邦恒生國企反1,,2020,8,-0.8634
00668 國泰美國道瓊,,2020,8,9.3763
00668K 國泰美國道瓊+U,,2020,8,9.1003
00669R 國泰美國道瓊反1,,2020,8,-8.7309
00670L 富邦NASDAQ正2,,2020,8,23.1536
00671R 富邦NASDAQ反1,,2020,8,-10.2015
00673R 期元大S&P原油反1,,2020,8,-6.7292
00674R 期元大S&P黃金反1,,2020,8,-0.16
00675L 富邦臺灣加權正2,,2020,8,0.1645
00676R 富邦臺灣加權反1,,2020,8,-0.9543
00678 群益那斯達克生技,,2020,8,-2.5338
00680L 元大美債20正2,,2020,8,-11.7327
00681R 元大美債20反1,,2020,8,5.6385
00682U 期元大美元指數,,2020,8,-0.3775
00683L 期元大美元指正2,,2020,8,-0.3984
00684R 期元大美元指反1,,2020,8,-0.8391
00685L 群益臺灣加權正2,,2020,8,-0.9166
00686R 群益臺灣加權反1,,2020,8,-0.6994
00688L 國泰20年美債正2,,2020,8,-11.6206
00689R 國泰20年美債反1,,2020,8,5.9921
00690 兆豐臺灣藍籌30,,2020,8,-3.7353
00692 富邦公司治理,,2020,8,-1.2447
00693U 期街口S&P黃豆,,2020,8,8.6988
00700 富邦恒生國企,,2020,8,1.7278
00701 國泰股利精選30,,2020,8,-0.1425
00702 國泰標普低波高息,,2020,8,2.6447
00703 台新MSCI中國,,2020,8,6.3684
00706L 期元大S&P日圓正2,,2020,8,-2.4189
00707R 期元大S&P日圓反1,,2020,8,1.3228
00708L 期元大S&P黃金正2,,2020,8,-2.0497
00709 富邦歐洲,,2020,8,3.3248
00710B 復華彭博非投等債,,2020,8,1.219
00711B 復華彭博新興債,,2020,8,-2.0391
00712 復華富時不動產,,2020,8,3.6429
00713 元大台灣高息低波,,2020,8,4.1279
00714 群益道瓊美國地產,,2020,8,1.6499
00715L 期街口布蘭特正2,,2020,8,10.283
00717 富邦美國特別股,,2020,8,2.3466
00728 第一金工業30,,2020,8,-3.3847
00730 富邦臺灣優質高息,,2020,8,-0.2265
00731 復華富時高息低波,,2020,8,0.8808
00733 富邦臺灣中小,,2020,8,-0.9516
00735 國泰臺韓科技,,2020,8,-0.8194
00736 國泰新興市場,,2020,8,3.1966
00737 國泰AI+Robo,,2020,8,7.3402
00738U 期元大道瓊白銀,,2020,8,17.6307
00739 元大MSCI A股,,2020,8,6.873
00752 中信中國50,,2020,8,8.5201
00753L 中信中國50正2,,2020,8,15.1949
00757 統一FANG+,,2020,8,19.6437
00762 元大全球AI,,2020,8,6.6867
00763U 期街口道瓊銅,,2020,8,3.313
00770 國泰北美科技,,2020,8,11.8196
00771 元大US高息特別股,,2020,8,1.8275
00775B 新光投等債15+,,2020,8,-5.7183
00783 富邦中証500,,2020,8,4.753
00830 國泰費城半導體,,2020,8,5.9351
00850 元大臺灣ESG永續,,2020,8,-1.4699
00851 台新全球AI,,2020,8,11.7801
00852L 國泰美國道瓊正2,,2020,8,19.6187
00861 元大全球未來通訊,,2020,8,2.5147
00865B 國泰US短期公債,,2020,8,0.1291
00875 國泰網路資安,,2020,8,1.5114
00876 元大全球5G,,2020,8,-1.4451
00878 國泰永續高股息,,2020,8,-1.1959
0050 元大台灣50,,2020,9,1.1786
0051 元大中型100,,2020,9,-2.6248
0052 富邦科技,,2020,9,2.3823
0053 元大電子,,2020,9,0.471
0055 元大MSCI金融,,2020,9,-3.3793
0056 元大高股息,,2020,9,-2.2546
0057 富邦摩台,,2020,9,-0.443
0061 元大寶滬深,,2020,9,-5.3993
006203 元大MSCI台灣,,2020,9,0.3332
006204 永豐臺灣加權,,2020,9,-1.3303
006205 富邦上証,,2020,9,-5.2223
006206 元大上證50,,2020,9,-4.7135
006207 復華滬深,,2020,9,-6.0104
006208 富邦台50,,2020,9,0.3418
00625K 富邦上証+R,,2020,9,-5.0236
00631L 元大台灣50正2,,2020,9,0.1579
00632R 元大台灣50反1,,2020,9,-0.1184
00633L 富邦上証正2,,2020,9,-8.4307
00634R 富邦上証反1,,2020,9,2.6317
00635U 期元大S&P黃金,,2020,9,-4.1649
00636 國泰中國A50,,2020,9,-4.7309
00636K 國泰中國A50+U,,2020,9,-3.2067
00637L 元大滬深300 正2,,2020,9,-8.0067
00638R 元大滬深300 反1,,2020,9,2.6057
00639 富邦深100,,2020,9,-7.2091
00640L 富邦日本正2,,2020,9,3.1583
00641R 富邦日本反1,,2020,9,-1.8671
00642U 期元大S&P石油,,2020,9,-8.0487
00643 群益深証中小,,2020,9,-6.5506
00643K 群益深証中小+R,,2020,9,-5.3267
00645 富邦日本,,2020,9,0.3327
00646 元大S&P500,,2020,9,-6.7129
00647L 元大S&P500正2,,2020,9,-11.8673
00648R 元大S&P500反1,,2020,9,5.2344
00650L 復華香港正2,,2020,9,-15.25
00651R 復華香港反1,,2020,9,8.2614
00652 富邦印度,,2020,9,-5.7157
00653L 富邦印度正2,,2020,9,-8.6867
00654R 富邦印度反1,,2020,9,3.6059
00655L 國泰中國A50正2,,2020,9,-7.5514
00656R 國泰中國A50反1,,2020,9,2.741
00657 國泰日經225,,2020,9,0.3812
00657K 國泰日經225+U,,2020,9,2.352
00660 元大歐洲50,,2020,9,-4.7976
00661 元大日經225,,2020,9,1.2325
00662 富邦NASDAQ,,2020,9,-7.8303
00663L 國泰臺灣加權正2,,2020,9,0.0887
00664R 國泰臺灣加權反1,,2020,9,0.1042
00665L 富邦恒生國企正2,,2020,9,-15.4552
00666R 富邦恒生國企反1,,2020,9,6.8882
00668 國泰美國道瓊,,2020,9,-7.0076
00668K 國泰美國道瓊+U,,2020,9,-5.3692
00669R 國泰美國道瓊反1,,2020,9,4.1421
00670L 富邦NASDAQ正2,,2020,9,-13.6117
00671R 富邦NASDAQ反1,,2020,9,5.3297
00673R 期元大S&P原油反1,,2020,9,8.7409
00674R 期元大S&P黃金反1,,2020,9,3.3708
00675L 富邦臺灣加權正2,,2020,9,0.1231
00676R 富邦臺灣加權反1,,2020,9,0.3855
00678 群益那斯達克生技,,2020,9,-0.7089
00680L 元大美債20正2,,2020,9,3.7556
00681R 元大美債20反1,,2020,9,-2.5119
00682U 期元大美元指數,,2020,9,1.2448
00683L 期元大美元指正2,,2020,9,3.3143
00684R 期元大美元指反1,,2020,9,-1.4278
00685L 群益臺灣加權正2,,2020,9,-0.185
00686R 群益臺灣加權反1,,2020,9,0.1762
00688L 國泰20年美債正2,,2020,9,3.5445
00689R 國泰20年美債反1,,2020,9,-2.6739
00690 兆豐臺灣藍籌30,,2020,9,0.3599
00692 富邦公司治理,,2020,9,0.6875
00693U 期街口S&P黃豆,,2020,9,1.9179
00700 富邦恒生國企,,2020,9,-9.3671
00701 國泰股利精選30,,2020,9,-2.6604
00702 國泰標普低波高息,,2020,9,-6.2315
00703 台新MSCI中國,,2020,9,-6.7961
00706L 期元大S&P日圓正2,,2020,9,-0.5072
00707R 期元大S&P日圓反1,,2020,9,-0.3134
00708L 期元大S&P黃金正2,,2020,9,-8.282
00709 富邦歐洲,,2020,9,-5.9903
00710B 復華彭博非投等債,,2020,9,-2.1683
00711B 復華彭博新興債,,2020,9,-2.5508
00712 復華富時不動產,,2020,9,-2.8652
00713 元大台灣高息低波,,2020,9,-2.5635
00714 群益道瓊美國地產,,2020,9,-6.021
00715L 期街口布蘭特正2,,2020,9,-20.0466
00717 富邦美國特別股,,2020,9,-1.7636
00728 第一金工業30,,2020,9,-1.0466
00730 富邦臺灣優質高息,,2020,9,-3.01
00731 復華富時高息低波,,2020,9,-1.3418
00733 富邦臺灣中小,,2020,9,-5.5246
00735 國泰臺韓科技,,2020,9,1.4049
00736 國泰新興市場,,2020,9,-5.1789
00737 國泰AI+Robo,,2020,9,-5.0712
00738U 期元大道瓊白銀,,2020,9,-15.1546
00739 元大MSCI A股,,2020,9,-6.0925
00752 中信中國50,,2020,9,-6.836
00753L 中信中國50正2,,2020,9,-12.7234
00757 統一FANG+,,2020,9,-6.7333
00762 元大全球AI,,2020,9,-4.9644
00763U 期街口道瓊銅,,2020,9,-2.3679
00770 國泰北美科技,,2020,9,-8.4746
00771 元大US高息特別股,,2020,9,-1.7062
00775B 新光投等債15+,,2020,9,-1.1039
00783 富邦中証500,,2020,9,-8.6784
00830 國泰費城半導體,,2020,9,-3.2016
00850 元大臺灣ESG永續,,2020,9,0.1965
00851 台新全球AI,,2020,9,-8.2196
00852L 國泰美國道瓊正2,,2020,9,-10.7573
00861 元大全球未來通訊,,2020,9,-3.7006
00865B 國泰US短期公債,,2020,9,-1.4193
00875 國泰網路資安,,2020,9,-6.536
00876 元大全球5G,,2020,9,-1.1825
00878 國泰永續高股息,,2020,9,-1.9502
0050 元大台灣50,,2020,10,0.0001
0051 元大中型100,,2020,10,0.3851
0052 富邦科技,,2020,10,0.7201
0053 元大電子,,2020,10,0.5502
0055 元大MSCI金融,,2020,10,-1.6056
0056 元大高股息,,2020,10,-0.3465
0057 富邦摩台,,2020,10,0.7416
0061 元大寶滬深,,2020,10,3.3574
006203 元大MSCI台灣,,2020,10,-0.1451
006204 永豐臺灣加權,,2020,10,-0.8887
006205 富邦上証,,2020,10,1.8171
006206 元大上證50,,2020,10,2.6749
006207 復華滬深,,2020,10,3.4548
006208 富邦台50,,2020,10,0.085
00625K 富邦上証+R,,2020,10,0.9841
00631L 元大台灣50正2,,2020,10,0.3158
00632R 元大台灣50反1,,2020,10,-0.4741
00633L 富邦上証正2,,2020,10,6.0164
00634R 富邦上証反1,,2020,10,-3.6326
00635U 期元大S&P黃金,,2020,10,-1.4615
00636 國泰中國A50,,2020,10,4.4141
00636K 國泰中國A50+U,,2020,10,4.785
00637L 元大滬深300 正2,,2020,10,6.551
00638R 元大滬深300 反1,,2020,10,-4.5503
00639 富邦深100,,2020,10,6.4151
00640L 富邦日本正2,,2020,10,-6.4196
00641R 富邦日本反1,,2020,10,3.3485
00642U 期元大S&P石油,,2020,10,-8.7535
00643 群益深証中小,,2020,10,4.8534
00643K 群益深証中小+R,,2020,10,4.8593
00645 富邦日本,,2020,10,-2.5568
00646 元大S&P500,,2020,10,-2.5458
00647L 元大S&P500正2,,2020,10,-4.3218
00648R 元大S&P500反1,,2020,10,0.9328
00650L 復華香港正2,,2020,10,6.9577
00651R 復華香港反1,,2020,10,-4.1001
00652 富邦印度,,2020,10,0.8378
00653L 富邦印度正2,,2020,10,5.7806
00654R 富邦印度反1,,2020,10,-4.0219
00655L 國泰中國A50正2,,2020,10,7.1781
00656R 國泰中國A50反1,,2020,10,-4.4083
00657 國泰日經225,,2020,10,-0.6216
00657K 國泰日經225+U,,2020,10,0.3998
00660 元大歐洲50,,2020,10,-8.2161
00661 元大日經225,,2020,10,-1.1832
00662 富邦NASDAQ,,2020,10,-2.2305
00663L 國泰臺灣加權正2,,2020,10,0.4428
00664R 國泰臺灣加權反1,,2020,10,-0.8332
00665L 富邦恒生國企正2,,2020,10,8.7024
00666R 富邦恒生國企反1,,2020,10,-5.0369
00668 國泰美國道瓊,,2020,10,-4.3815
00668K 國泰美國道瓊+U,,2020,10,-3.1408
00669R 國泰美國道瓊反1,,2020,10,3.4092
00670L 富邦NASDAQ正2,,2020,10,-3.2762
00671R 富邦NASDAQ反1,,2020,10,1.0652
00673R 期元大S&P原油反1,,2020,10,7.2408
00674R 期元大S&P黃金反1,,2020,10,0.7766
00675L 富邦臺灣加權正2,,2020,10,0.533
00676R 富邦臺灣加權反1,,2020,10,-0.7677
00678 群益那斯達克生技,,2020,10,-2.7767
00680L 元大美債20正2,,2020,10,-5.8859
00681R 元大美債20反1,,2020,10,2.3349
00682U 期元大美元指數,,2020,10,-0.2139
00683L 期元大美元指正2,,2020,10,-0.2765
00684R 期元大美元指反1,,2020,10,-0.322
00685L 群益臺灣加權正2,,2020,10,-0.139
00686R 群益臺灣加權反1,,2020,10,-0.703
00688L 國泰20年美債正2,,2020,10,-6.4424
00689R 國泰20年美債反1,,2020,10,2.4333
00690 兆豐臺灣藍籌30,,2020,10,0.2394
00692 富邦公司治理,,2020,10,-0.1139
00693U 期街口S&P黃豆,,2020,10,5.5808
00700 富邦恒生國企,,2020,10,3.2365
00701 國泰股利精選30,,2020,10,-1.2199
00702 國泰標普低波高息,,2020,10,-2.6837
00703 台新MSCI中國,,2020,10,6.5971
00706L 期元大S&P日圓正2,,2020,10,1.8121
00707R 期元大S&P日圓反1,,2020,10,-1.3094
00708L 期元大S&P黃金正2,,2020,10,-3.0207
00709 富邦歐洲,,2020,10,-6.5825
00710B 復華彭博非投等債,,2020,10,-1.2479
00711B 復華彭博新興債,,2020,10,-1.0561
00712 復華富時不動產,,2020,10,-2.6875
00713 元大台灣高息低波,,2020,10,5.017
00714 群益道瓊美國地產,,2020,10,-3.8626
00715L 期街口布蘭特正2,,2020,10,-19.5335
00717 富邦美國特別股,,2020,10,-1.3445
00728 第一金工業30,,2020,10,1.3793
00730 富邦臺灣優質高息,,2020,10,1.27
00731 復華富時高息低波,,2020,10,-0.9069
00733 富邦臺灣中小,,2020,10,2.1929
00735 國泰臺韓科技,,2020,10,1.3041
00736 國泰新興市場,,2020,10,3.5734
00737 國泰AI+Robo,,2020,10,-0.4453
00738U 期元大道瓊白銀,,2020,10,-2.742
00739 元大MSCI A股,,2020,10,2.925
00752 中信中國50,,2020,10,9.19
00753L 中信中國50正2,,2020,10,15.3651
00757 統一FANG+,,2020,10,1.6741
00762 元大全球AI,,2020,10,1.5998
00763U 期街口道瓊銅,,2020,10,2.3245
00770 國泰北美科技,,2020,10,-2.4241
00771 元大US高息特別股,,2020,10,-1.2624
00775B 新光投等債15+,,2020,10,-0.5576
00783 富邦中証500,,2020,10,0.7719
00830 國泰費城半導體,,2020,10,-0.1943
00850 元大臺灣ESG永續,,2020,10,0.3135
00851 台新全球AI,,2020,10,-1.76
00852L 國泰美國道瓊正2,,2020,10,-8.7053
00861 元大全球未來通訊,,2020,10,-1.9428
00865B 國泰US短期公債,,2020,10,-1.2043
00875 國泰網路資安,,2020,10,-4.4289
00876 元大全球5G,,2020,10,2.4415
00878 國泰永續高股息,,2020,10,-1.0972
0050 元大台灣50,,2020,11,9.9998
0051 元大中型100,,2020,11,9.1609
0052 富邦科技,,2020,11,10.6712
0053 元大電子,,2020,11,10.5591
0055 元大MSCI金融,,2020,11,7.0323
0056 元大高股息,,2020,11,5.5755
0057 富邦摩台,,2020,11,10.4564
0061 元大寶滬深,,2020,11,7.3784
006203 元大MSCI台灣,,2020,11,9.7256
006204 永豐臺灣加權,,2020,11,12.7127
006205 富邦上証,,2020,11,8.2899
006206 元大上證50,,2020,11,8.2631
006207 復華滬深,,2020,11,7.3536
006208 富邦台50,,2020,11,10.1839
00625K 富邦上証+R,,2020,11,7.0645
00631L 元大台灣50正2,,2020,11,21.7324
00632R 元大台灣50反1,,2020,11,-9.8809
00633L 富邦上証正2,,2020,11,14.9613
00634R 富邦上証反1,,2020,11,-7.9825
00635U 期元大S&P黃金,,2020,11,-5.9324
